대장아이디,시군구,읍면동,리,지번,기타지번,위도_도,위도_분,위도_초,경도_도,경도_분,경도_초,취약지역유형,지정면적_제곱미터,대피장소,취약지역지정사유,지정일,"지정등급_A,B,C,D"
255,통영시,정량동,,436임,,34,50,50.919,128,26,29.31,산사태,978,정량동 주민센터,"사면 내 위치한 산책로가 훼손되어 있으며, 측구 퇴적물이 적치되어 있으므로 배수상태가 불량 함",2017-06-29,
256,통영시,도산면,도선리,산10임,,34,55,25.435,128,22,0.338,토석류,102,원동새마을회관,"우측 침식으로 인하여 수목뿌리 및 암반이 노출되어 있는 상태이며, 계안에 소규모 뜬 돌 및 유목 등이 적치되어 있으므로 취약지역으로 선정함",2017-06-29,
257,통영시,산양읍,풍화리,산57-1임,,34,49,45.065,128,21,53.683,토석류,2100,산양초등학교풍화분교,"소규모 지류가 다수 관찰되고 있으며, 붕괴지 및 침식 등이 확인되므로 취약지역으로의 선정을 제안함",2018-06-20,
258,통영시,용남면,원평리,산48임,,34,54,36.31,128,26,40.2,토석류,1900,내포마을회관,"대상지 주변으로 대나무밭이 관찰되고 있으며, ？괴지, 침식지에서 토사가 유실되어 계류 내로 유입되므로 취약지역으로의 선정을 제안함",2018-06-20,
259,통영시,광도면,용호리,산230임,,34,52,16.9,128,24,15.099,토석류,1900,원문마을회관,"계류 내 유목 및 계상퇴적지가 다수 관찰되고 있으며, 상부로 진입 시 계류 경사가 급하므로 취약지역으로의 선정을 제안함",2018-06-20,
260,통영시,광도면,용호리,산202-5임,,34,52,17.124,128,23,48.261,토석류,1900,한빛교회,"조사 시점부 좌측 침식이 관찰되고 있으며, 계상퇴적지, 유목 등이 확인되고 있으므로 취약지역으로의 선정을 제안함",2018-06-20,
261,통영시,광도면,우동리,산161임,,34,55,22.1,128,24,11.1,토석류,1200,수직마을회관,"기슭막이 상부로 진입 시 붕괴지가 관찰되고 있으며, 유목, 침식이 확인되므로 취약지역으로의 선정을 제안함",2018-06-20,
262,통영시,광도면,우동리,산41-1임,,34,55,30.1,128,24,24.499,토석류,2500,천개마을회관,"계류 내 침식으로 인한 나무뿌리 노출이 관찰되고 있으며, 전석, 유목, 계상퇴적지 등이 확인되므로 취약지역으로의 선정을 제안함",2018-06-20,
263,통영시,도산면,원산리,1239,,34,55,47.46,128,21,48.45,토석류,900,도산초등학교,"토층과 암반의 경계면에 우수가 침투할 경우 산사태 또는 토사 유실이 발생하고, 수목의 전도로 인한 피해 가능성이 있음.",2013-09-03,
264,통영시,도산면,수월리,산100,,34,53,29.499,128,21,1.1,토석류,"4,217",구촌마을회관,"계류 내 침식으로 인한 나무뿌리 노출이 관찰되고 있으며, 전석, 유목, 계상퇴적지 등이 확인되므로 취약지역으로의 선정을 제안함",2017-06-29,
265,통영시,산양읍,삼덕리,산178,외 1,34,47,38.199,128,22,29.8,산사태,858,원항새마을회관,"토층과 암반의 경계면에 우수가 침투할 경우 산사태 또는 토사 유실이 발생하고, 수목의 전도로 인한 피해 가능성이 있음.",2017-06-29,
266,통영시,용남면,장문리,1147,,34,52,54.7,128,26,8.599,토석류,"1,700",신리마을회관,"우측 침식으로 인하여 수목뿌리 및 암반이 노출되어 있는 상태이며, 계안에 소규모 뜬 돌 및 유목 등이 적치되어 있으므로 취약지역으로 선정함",2018-06-20,
267,통영시,산양읍,풍화리,산550-1,,34,49,53.2,128,20,48.999,토석류,"1,200",해란마을경로당,인가 부근에 사면의 풍화로 인해 풍화토가 인가로 유입 중이며 수목전도의 가능성이 있어 간벌을 통해 인명피해를 예방할 필요가 있음.,2018-06-20,
268,통영시,광도면,황리,산189-2,,34,57,36.8,128,25,20.2,토석류,"2,600",임내마을회관,"계류 내 유목 및 계상퇴적지가 다수 관찰되고 있으며, 상부로 진입 시 계류 경사가 급하므로 취약지역으로의 선정을 제안함",2018-06-20,
269,통영시,광도면,우동리,산257,,34,55,3.6,128,24,16.399,토석류,"2,000",대촌마을회관,"하류지역 합류지로 인해 유실, 세굴, 퇴적물 유입 및 적치",2018-06-20,
270,통영시,도산면,도선리,산20,,34,55,28.55,128,21,54.07,토석류,337,원동마을회관,"토층과 암반의 경계면에 우수가 침투할 경우 산사태 또는 토사 유실이 발생하고, 수목의 전도로 인한 피해 가능성이 있음.",2022-06-29,
271,통영시,도산면,수월리,산288,,34,53,27.61,128,19,57.84,토석류,386,수월보건진료소,"계류 내 침식으로 인한 나무뿌리 노출이 관찰되고 있으며, 전석, 유목, 계상퇴적지 등이 확인되므로 취약지역으로의 선정을 제안함",2022-06-29,
272,사천시,곤양면,묵곡리,산72,1109-15,35,4,33.413,127,59,37.259,토석류,1800,본촌교회,집수구역은 비교적 적으나 계류상부에 불완전한 식생이 상존하고 계류폭이 좁고 연접된 도로와 농경지가 계류보다 낮아 비교적 적은 량의 강우에도 계류가 범람하여 도로 및 농경지가 유실 또는 매몰되는 피해가 지속적으로 발생하고 있어 선정함.,2014-08-27,
273,사천시,사남면,사촌리,산3-3임,,34,59,37.397,128,9,24.14,토석류,454,대산마을회관,"계류 상류부 지점에 유목이 다수 적치 되어 있으며, 집중 강우 시 계류 하부 인가에 계류수 투입으로 인하여 월류가 유입되므로 사방시설물 설치가 필요하다고 판단됨",2016-05-31,
274,사천시,정동면,대곡리,산59-1,,35,3,41.199,128,7,55.9,토석류,1600,정동면사무소,"조사지역은 계류내에 항시 물이 존재하며 계류 양안에서 계안침식으로 인한 세굴현상이 진행 중에 있으며, 계류 상류 방향으로 붕괴지가 관찰되고 있다. 특히 식생이 계류방향으로 기울어져 잠재적인 재해발생 가능성이 높은 지역으로 판단되며 계상에 자갈 및 모래의 분포 비율이 높고, 잠재적인 산사태 및 토석류 발생 가능성이 높은 지역이나 사방댐을 설치하기 어려운 지형으로 계류보전사업이 적합할 것으로 판단됨.",2014-08-27,
275,사천시,정동면,학촌리,산43,산42,35,2,31.599,128,8,51.8,토석류,3612,만마마을회관,중간부 이후로 부터 누구침식의 발달되고 있는 과정으로 토사와 토석류가 발생하고 있어 하부로 유입으로 인한 월류 가능성이 있는 지역으로 산사태 발생 우려지역으로 선정하여야 할 곳으로 사료됨.,2015-07-23,
276,사천시,곤명면,조장리,산23,"산23임, 산24임,500-1구",34,56,11.48,128,3,25.163,산사태,1683,조장마을회관,상부계류에서부터 계상 및 계안 침식이 진행되어 계안에 소규모 붕락지가 발생하여 토석류가 유출된 상태이며 유출구에 연접하여 마을이 있어 집중호우 등 많은 강우시 침식작용이 심화되어 토석류 등에 의한 주택 등의 피해가 발생할 우려가 있음.,2014-08-27,
277,사천시,용현면,구월리,산20임,,35,1,16.6,128,4,20.1,산사태,156,구월마을회관,대상지 내 급경사의 붕괴지가 근접하여 있는 상태로 소규모 붕괴만으로도 인가에 피해가 발생할 수 있음에 따라 취약지역으로 지정관리하고자 함,2021-06-30,
278,사천시,사남면,종천리,산40-1,"종천리 160, 종천리 649-4, 종천리 161, 종천리 산40",35,0,14.199,128,8,51.2,토석류,2388,소산마을회관,"전 계류의 양안으로 수목이 계류방향으로 기울어져 있으며 유송잡물들이 계류로 유입으로 인한 통수능이 불량할 것으로 관찰되고 있으며, 현재 지속적인 침식과 세굴로 인하여 붕괴가 확대될 가능성이 높으므로 사방댐 또는 계류보전사업이 실행이 필요하므로 산사태 발생 우려지역으로 선정하여야 할 것으로 사료됨.",2015-07-23,
279,사천시,백천동,,산55-1임,산55-1임,35,0,0.474,128,6,8.571,토석류,2207,백운경로당,인명 피해가 우려됨,2020-06-22,
280,사천시,실안동,,1188구,,34,57,2.3,128,3,30.299,토석류,52,경남적성개발학교,"유역면적이 크고, 전석 및 자갈 분포비율이 높음. 기 사방댐 설치구간 이후 양안으로 붕괴지가 다수 관찰됨.",2017-06-07,
281,사천시,정동면,대곡리,산59-5,,35,3,47.744,128,7,55.63,토석류,1200,정동면사무소,임야내 토사 침식 및 유출이 진행되고 있음,2013-04-23,
282,사천시,동동,,산3,"동동 486, 동동 산4",34,56,24.399,128,4,11.3,토석류,2602,새동네경로당,기슭막이 시설로 대체적으로 안정적으로 보여지나 상부로 올라갈수록 토사 및 전석이 발생하여 추가적인 계류보전 연장사업이 타당하다고 사료됨.,2015-07-23,
283,사천시,선구동,,산1-9임,,34,56,14,128,4,21.999,산사태,628,대방초등학교,"암반이 사면 일부에 걸쳐 있으며, 여러 위험 요인으로 인해 인근 사찰로 피해를 줄 수 있다고 판단됨",2019-06-26,
284,사천시,곤양면,묵곡리,산89임,,35,5,1.584,127,59,28.015,토석류,2532,본촌교회,"계류 양안에 표층유실로 인한 수목뿌리, 암편 등 노출로 인한 잠재적 위험요소가 관찰되므로 취약지역으로 선정함",2017-06-07,
285,사천시,곤양면,흥사리,산61임,,35,5,37.4,128,0,24.186,토석류,1493,묵실회관,"침식, 세굴이 관찰됨. 기 사방시설물이 노후화 되었으며 훼손 상태가 심함.",2018-06-21,
286,사천시,곤양면,무고리,812,,35,5,1.698,127,54,39.74,산사태,143,무고마을회관,"사면길이는 50m이며 사면 우측부분에 암반탈락현상이 관찰되는 되고 있으며, 옹벽가운데 부분 수로의 낙차가 크므로 하부인가에 침하, 침수, 뒤틀림현상이 발생하여 현재 가옥을 붕괴 상태임. 현재 임시 방편으로 시설물이 설치 되어 있으나, 조사자 판단으로 위험한 상태이므로 사방시설물 설치가 시급한 상태로 판단됨.",2016-05-30,
287,사천시,곤양면,맥사리,산27-4,"산29-1, 487, 490, 491",35,3,6.143,127,56,24.505,토석류,1462,맥사경로당,산림내 계류에서 유출되는 유량이 계류를 범람하여 하부 농경지로 토석류와 같이 직접 유입되어 강우시 마다 매몰피해가 발생하고 있으며 또한 연접한 농로를 월류하여 하부 농경지의 침수피해를 입히고 있어 계류의 안정을 위해 선정함.,2014-08-27,
288,사천시,곤양면,대진리,산60임,,35,3,17.2,127,59,16.2,토석류,1605,한월회관,계류 직 하부로 인가가 밀집하여 있으며 배수시설물이 부재하여 월류로 인한 피해가 예상됨.,2018-06-21,
289,사천시,곤양면,환덕리,산58-2임,,35,3,48.918,127,59,55.284,산사태,296,동천경로회관,"토사유출, 표층유실이 발생되어 집중호우 시 피해가 우려됨",2019-06-26,
290,사천시,곤명면,송림리,406,"546, 548, 550",35,7,23.866,127,56,54.751,토석류,1598,송림마을회관,계상과 계류의 침식이 지속적으로 발생하고 있으며 하부 마을의 피해가 발생할 우려가 있음.,2014-08-27,
291,사천시,곤명면,송림리,산27,,35,7,15,127,57,1.5,토석류,1432,곤명중학교,강우 시 침식지의 지속적인 토사유출로 인한 하부 토석류 발생 시 인명 및 재산피해가 우려됨,2020-06-22,
292,사천시,곤명면,정곡리,산71-5임,,35,8,11.499,127,57,36.2,토석류,1904,신기문화회관,유출구 하부 방향으로 도로 하부 암거로 연결되나 퇴적물 이동이 용이한 지형으로 도로 및 인가의 피해가 우려되어 취약지역으로 선정 및 관리가 필요할 것으로 사료됨,2017-06-07,
293,사천시,곤명면,정곡리,산58-1임,,35,7,40.7,127,57,56.3,토석류,2370,신기문화회관,계상 내 침식이 심하며 퇴적물이 다량 적치되어 있음.,2018-06-21,
294,사천시,곤명면,본촌리,산142임,,35,8,18.899,127,56,49.6,토석류,3750,양월회관,최단부 주변 농원이 인접하고 있어 토석류 발생 시 인명 및 재산피해의 우려가 있어 취약지역으로 선정 및 관리가 필요할 것으로 사료됨,2017-06-07,
295,사천시,곤명면,본촌리,산160-2,594,35,8,26.16,127,57,17.67,토석류,2012,양월마을회관,"계류 인근 경작지가 위치하고 있고 침식, 세굴이 진행 중으로 호우시 재산피해가 우려되어 취약지역으로 지정",2016-05-31,
296,사천시,곤명면,작팔리,산58임,,35,6,32.1,127,59,2.7,토석류,2370,구몰마을회관,"소규모 세굴 및 침식이 관찰되고 있으며, 전도된 유목이 확인되므로 취약지역으로의 선정을 제안함",2018-06-21,
297,사천시,서포면,금진리,산53임,,35,2,3.4,127,55,59.9,토석류,1496,후포마을회관,계류 상부로 침식이 발달하였으며 토사 유출이 관찰됨.,2018-06-21,
298,사천시,축동면,가산리,산43-9임,,35,6,18.799,128,2,54.6,토석류,2030,용산마을회관,"계류 중간부 지점 이후 부터 침식 및 세굴이 관찰되고 있으며, 표층유실로 인한 수목뿌리 및 암편 노출이 관측 되므로 취약지역으로 선정함",2017-06-07,
299,사천시,사남면,계양리,산52-1,,34,58,54.521,128,7,46.298,토석류,2000,계양마을회관,"계류 내 계안붕괴지 구간에서는 이미 붕괴가 발생하였고, 또한 계상에는 전석 및 자갈크기의 암석들이 다수 분포하고 지속적으로 본 계류에 유입되고 있는 상태임. 장기적으로는 붕괴유실물들이 적치될 경우 강우시 외부적인 조건에 의해 계류수가 증가하면서 토석류의 형태로 발생될 가능성이 있으므로 하부 사찰 및 하천에 피해가 발생되지 않도록 대책을 마련하는 것이 시급하므로, 사방댐을 설치하여 붕괴유실물들이 하부유출되지 않도록 예방사방이 필요할 것으로 판단됨.",2014-08-27,
